Id,SentTime,ReceivedTime,LatencyMs
1412,2025-08-07T11:54:39.0359470Z,2025-08-07T11:54:39.0359470Z,0.0000
1413,2025-08-07T11:54:39.0359470Z,2025-08-07T11:54:39.0359470Z,0.0000
1414,2025-08-07T11:54:39.0372097Z,2025-08-07T11:54:39.0372097Z,0.0000
1415,2025-08-07T11:54:39.0372097Z,2025-08-07T11:54:39.0372097Z,0.0000
1416,2025-08-07T11:54:39.0382147Z,2025-08-07T11:54:39.0382147Z,0.0000
1417,2025-08-07T11:54:39.0382147Z,2025-08-07T11:54:39.0392204Z,1.0057
1418,2025-08-07T11:54:39.0392204Z,2025-08-07T11:54:39.0392204Z,0.0000
1419,2025-08-07T11:54:39.0392204Z,2025-08-07T11:54:39.0402252Z,1.0048
1420,2025-08-07T11:54:39.0402252Z,2025-08-07T11:54:39.0402252Z,0.0000
1421,2025-08-07T11:54:39.0402252Z,2025-08-07T11:54:39.0412347Z,1.0095
1422,2025-08-07T11:54:39.0412347Z,2025-08-07T11:54:39.0412347Z,0.0000
1423,2025-08-07T11:54:39.0412347Z,2025-08-07T11:54:39.0422405Z,1.0058
1424,2025-08-07T11:54:39.0422405Z,2025-08-07T11:54:39.0422405Z,0.0000
1425,2025-08-07T11:54:39.0432468Z,2025-08-07T11:54:39.0432468Z,0.0000
1426,2025-08-07T11:54:39.0432468Z,2025-08-07T11:54:39.0432468Z,0.0000
1427,2025-08-07T11:54:39.0432468Z,2025-08-07T11:54:39.0442516Z,1.0048
1428,2025-08-07T11:54:39.0442516Z,2025-08-07T11:54:39.0442516Z,0.0000
1429,2025-08-07T11:54:39.0442516Z,2025-08-07T11:54:39.0442516Z,0.0000
1430,2025-08-07T11:54:39.0453696Z,2025-08-07T11:54:39.0453696Z,0.0000
1431,2025-08-07T11:54:39.0453696Z,2025-08-07T11:54:39.0453696Z,0.0000
1432,2025-08-07T11:54:39.0464192Z,2025-08-07T11:54:39.0464192Z,0.0000
1433,2025-08-07T11:54:39.0464192Z,2025-08-07T11:54:39.0464192Z,0.0000
1434,2025-08-07T11:54:39.0474510Z,2025-08-07T11:54:39.0474510Z,0.0000
1435,2025-08-07T11:54:39.0474510Z,2025-08-07T11:54:39.0474510Z,0.0000
1436,2025-08-07T11:54:39.0485042Z,2025-08-07T11:54:39.0485042Z,0.0000
1437,2025-08-07T11:54:39.0485042Z,2025-08-07T11:54:39.0485042Z,0.0000
1438,2025-08-07T11:54:39.0485042Z,2025-08-07T11:54:39.0485042Z,0.0000
1439,2025-08-07T11:54:39.0498927Z,2025-08-07T11:54:39.0498927Z,0.0000
1440,2025-08-07T11:54:39.0498927Z,2025-08-07T11:54:39.0498927Z,0.0000
1441,2025-08-07T11:54:39.0513221Z,2025-08-07T11:54:39.0513221Z,0.0000
1442,2025-08-07T11:54:39.0513221Z,2025-08-07T11:54:39.0513221Z,0.0000
1443,2025-08-07T11:54:39.0513221Z,2025-08-07T11:54:39.0513221Z,0.0000
1444,2025-08-07T11:54:39.0526909Z,2025-08-07T11:54:39.0526909Z,0.0000
1445,2025-08-07T11:54:39.0526909Z,2025-08-07T11:54:39.0526909Z,0.0000
1446,2025-08-07T11:54:39.0526909Z,2025-08-07T11:54:39.0526909Z,0.0000
1447,2025-08-07T11:54:39.0541958Z,2025-08-07T11:54:39.0541958Z,0.0000
1448,2025-08-07T11:54:39.0541958Z,2025-08-07T11:54:39.0541958Z,0.0000
1449,2025-08-07T11:54:39.0552229Z,2025-08-07T11:54:39.0552229Z,0.0000
1450,2025-08-07T11:54:39.0552229Z,2025-08-07T11:54:39.0552229Z,0.0000
1451,2025-08-07T11:54:39.0552229Z,2025-08-07T11:54:39.0552229Z,0.0000
1452,2025-08-07T11:54:39.0566145Z,2025-08-07T11:54:39.0566145Z,0.0000
1453,2025-08-07T11:54:39.0566145Z,2025-08-07T11:54:39.0566145Z,0.0000
1454,2025-08-07T11:54:39.0579473Z,2025-08-07T11:54:39.0579473Z,0.0000
1455,2025-08-07T11:54:39.0579473Z,2025-08-07T11:54:39.0579473Z,0.0000
1456,2025-08-07T11:54:39.0579473Z,2025-08-07T11:54:39.0579473Z,0.0000
1457,2025-08-07T11:54:39.0590908Z,2025-08-07T11:54:39.0590908Z,0.0000
1458,2025-08-07T11:54:39.0590908Z,2025-08-07T11:54:39.0590908Z,0.0000
1459,2025-08-07T11:54:39.0604354Z,2025-08-07T11:54:39.0604354Z,0.0000
1460,2025-08-07T11:54:39.0614570Z,2025-08-07T11:54:39.0614570Z,0.0000
1461,2025-08-07T11:54:39.0614570Z,2025-08-07T11:54:39.0614570Z,0.0000
1462,2025-08-07T11:54:39.0627167Z,2025-08-07T11:54:39.0627167Z,0.0000
1463,2025-08-07T11:54:39.0627167Z,2025-08-07T11:54:39.0627167Z,0.0000
1464,2025-08-07T11:54:39.0627167Z,2025-08-07T11:54:39.0627167Z,0.0000
1465,2025-08-07T11:54:39.0642252Z,2025-08-07T11:54:39.0642252Z,0.0000
1466,2025-08-07T11:54:39.0642252Z,2025-08-07T11:54:39.0642252Z,0.0000
1467,2025-08-07T11:54:39.0653151Z,2025-08-07T11:54:39.0653151Z,0.0000
1468,2025-08-07T11:54:39.0653151Z,2025-08-07T11:54:39.0653151Z,0.0000
1469,2025-08-07T11:54:39.0666646Z,2025-08-07T11:54:39.0666646Z,0.0000
1470,2025-08-07T11:54:39.0666646Z,2025-08-07T11:54:39.0666646Z,0.0000
1471,2025-08-07T11:54:39.0666646Z,2025-08-07T11:54:39.0666646Z,0.0000
1472,2025-08-07T11:54:39.0680934Z,2025-08-07T11:54:39.0680934Z,0.0000
1473,2025-08-07T11:54:39.0685987Z,2025-08-07T11:54:39.0685987Z,0.0000
1474,2025-08-07T11:54:39.0685987Z,2025-08-07T11:54:39.0685987Z,0.0000
1475,2025-08-07T11:54:39.0697073Z,2025-08-07T11:54:39.0697073Z,0.0000
1476,2025-08-07T11:54:39.0697073Z,2025-08-07T11:54:39.0697073Z,0.0000
1477,2025-08-07T11:54:39.0707766Z,2025-08-07T11:54:39.0707766Z,0.0000
1478,2025-08-07T11:54:39.0707766Z,2025-08-07T11:54:39.0707766Z,0.0000
1479,2025-08-07T11:54:39.0718277Z,2025-08-07T11:54:39.0718277Z,0.0000
1480,2025-08-07T11:54:39.0718277Z,2025-08-07T11:54:39.0718277Z,0.0000
1481,2025-08-07T11:54:39.0728456Z,2025-08-07T11:54:39.0728456Z,0.0000
1482,2025-08-07T11:54:39.0728456Z,2025-08-07T11:54:39.0728456Z,0.0000
1483,2025-08-07T11:54:39.0728456Z,2025-08-07T11:54:39.0728456Z,0.0000
1484,2025-08-07T11:54:39.0743524Z,2025-08-07T11:54:39.0743524Z,0.0000
1485,2025-08-07T11:54:39.0743524Z,2025-08-07T11:54:39.0753617Z,1.0093
1486,2025-08-07T11:54:39.0753617Z,2025-08-07T11:54:39.0753617Z,0.0000
1487,2025-08-07T11:54:39.0753617Z,2025-08-07T11:54:39.0763607Z,0.9990
1488,2025-08-07T11:54:39.0763607Z,2025-08-07T11:54:39.0763607Z,0.0000
1489,2025-08-07T11:54:39.0763607Z,2025-08-07T11:54:39.0774411Z,1.0804
1490,2025-08-07T11:54:39.0774411Z,2025-08-07T11:54:39.0774411Z,0.0000
1491,2025-08-07T11:54:39.0774411Z,2025-08-07T11:54:39.0784892Z,1.0481
1492,2025-08-07T11:54:39.0784892Z,2025-08-07T11:54:39.0784892Z,0.0000
1493,2025-08-07T11:54:39.0794976Z,2025-08-07T11:54:39.0794976Z,0.0000
1494,2025-08-07T11:54:39.0794976Z,2025-08-07T11:54:39.0794976Z,0.0000
1495,2025-08-07T11:54:39.0804976Z,2025-08-07T11:54:39.0804976Z,0.0000
1496,2025-08-07T11:54:39.0804976Z,2025-08-07T11:54:39.0804976Z,0.0000
1497,2025-08-07T11:54:39.0814989Z,2025-08-07T11:54:39.0814989Z,0.0000
1498,2025-08-07T11:54:39.0814989Z,2025-08-07T11:54:39.0814989Z,0.0000
1499,2025-08-07T11:54:39.0825077Z,2025-08-07T11:54:39.0825077Z,0.0000
1500,2025-08-07T11:54:39.0825077Z,2025-08-07T11:54:39.0825077Z,0.0000
1501,2025-08-07T11:54:39.1111124Z,2025-08-07T11:54:39.1111124Z,0.0000
