MessageId,LatencyMs,SentTimestamp,ReceivedTimestamp,,,,
178,59.081,6.3891E+17,6.3891E+17,,,,
179,59.081,6.3891E+17,6.3891E+17,,,,
180,59.081,6.3891E+17,6.3891E+17,,,,
181,59.081,6.3891E+17,6.3891E+17,,,,
182,59.081,6.3891E+17,6.3891E+17,,,,
183,59.081,6.3891E+17,6.3891E+17,,,,
184,59.081,6.3891E+17,6.3891E+17,,,,
185,59.081,6.3891E+17,6.3891E+17,,,,
186,59.081,6.3891E+17,6.3891E+17,,,,
187,60.571,6.3891E+17,6.3891E+17,,,,
188,60.571,6.3891E+17,6.3891E+17,,,,
189,60.571,6.3891E+17,6.3891E+17,,,,
190,60.571,6.3891E+17,6.3891E+17,,,,
191,60.571,6.3891E+17,6.3891E+17,,,,
192,60.571,6.3891E+17,6.3891E+17,,,,
193,60.571,6.3891E+17,6.3891E+17,,,,
194,60.571,6.3891E+17,6.3891E+17,,,,
195,60.571,6.3891E+17,6.3891E+17,,,,
196,60.571,6.3891E+17,6.3891E+17,,,,
197,62.068,6.3891E+17,6.3891E+17,,,,
198,62.068,6.3891E+17,6.3891E+17,,,,
199,62.068,6.3891E+17,6.3891E+17,,,,
200,62.068,6.3891E+17,6.3891E+17,,,,
201,76.526,6.3891E+17,6.3891E+17,,,,
202,77.527,6.3891E+17,6.3891E+17,,,,
203,77.527,6.3891E+17,6.3891E+17,,,,
204,77.527,6.3891E+17,6.3891E+17,,,,
205,77.527,6.3891E+17,6.3891E+17,,,,
206,77.527,6.3891E+17,6.3891E+17,,,,
207,77.527,6.3891E+17,6.3891E+17,,,,
208,77.527,6.3891E+17,6.3891E+17,,,,
209,77.527,6.3891E+17,6.3891E+17,,,,
210,79.03,6.3891E+17,6.3891E+17,,,,
211,79.03,6.3891E+17,6.3891E+17,,,,
212,79.03,6.3891E+17,6.3891E+17,,,,
213,79.03,6.3891E+17,6.3891E+17,,,,
214,79.03,6.3891E+17,6.3891E+17,,,,
215,79.03,6.3891E+17,6.3891E+17,,,,
216,80.036,6.3891E+17,6.3891E+17,,,,
217,80.036,6.3891E+17,6.3891E+17,,,,
218,80.036,6.3891E+17,6.3891E+17,,,,
219,80.036,6.3891E+17,6.3891E+17,,,,
220,80.036,6.3891E+17,6.3891E+17,,,,
221,80.036,6.3891E+17,6.3891E+17,,,,
222,81.045,6.3891E+17,6.3891E+17,,,,
223,81.045,6.3891E+17,6.3891E+17,,,,
224,81.045,6.3891E+17,6.3891E+17,,,,
225,81.045,6.3891E+17,6.3891E+17,,,,
226,81.045,6.3891E+17,6.3891E+17,,,,
227,81.045,6.3891E+17,6.3891E+17,,,,
228,81.045,6.3891E+17,6.3891E+17,,,,
229,81.045,6.3891E+17,6.3891E+17,,,,
230,81.045,6.3891E+17,6.3891E+17,,,,
231,82.292,6.3891E+17,6.3891E+17,,,,
232,82.292,6.3891E+17,6.3891E+17,,,,
233,82.292,6.3891E+17,6.3891E+17,,,,
234,82.292,6.3891E+17,6.3891E+17,,,,
235,82.292,6.3891E+17,6.3891E+17,,,,
236,82.292,6.3891E+17,6.3891E+17,,,,
237,82.292,6.3891E+17,6.3891E+17,,,,
238,82.292,6.3891E+17,6.3891E+17,,,,
239,82.292,6.3891E+17,6.3891E+17,,,,
240,82.292,6.3891E+17,6.3891E+17,,,,
241,83.76,6.3891E+17,6.3891E+17,,,,
242,83.76,6.3891E+17,6.3891E+17,,,,
243,83.76,6.3891E+17,6.3891E+17,,,,
244,83.76,6.3891E+17,6.3891E+17,,,,
245,83.76,6.3891E+17,6.3891E+17,,,,
246,83.76,6.3891E+17,6.3891E+17,,,,
247,83.76,6.3891E+17,6.3891E+17,,,,
248,83.76,6.3891E+17,6.3891E+17,,,,
249,83.76,6.3891E+17,6.3891E+17,,,,
250,83.76,6.3891E+17,6.3891E+17,,,,
251,83.76,6.3891E+17,6.3891E+17,,,,
252,85.39,6.3891E+17,6.3891E+17,,,,
253,85.39,6.3891E+17,6.3891E+17,,,,
254,85.39,6.3891E+17,6.3891E+17,,,,
255,85.39,6.3891E+17,6.3891E+17,,,,
256,85.39,6.3891E+17,6.3891E+17,,,,
257,85.39,6.3891E+17,6.3891E+17,,,,
258,85.39,6.3891E+17,6.3891E+17,,,,
259,85.39,6.3891E+17,6.3891E+17,,,,
260,85.39,6.3891E+17,6.3891E+17,,,,
261,86.886,6.3891E+17,6.3891E+17,,,,
262,86.886,6.3891E+17,6.3891E+17,,,,
263,86.886,6.3891E+17,6.3891E+17,,,,
264,86.886,6.3891E+17,6.3891E+17,,,,
265,86.886,6.3891E+17,6.3891E+17,,,,
266,86.886,6.3891E+17,6.3891E+17,,,,
267,86.886,6.3891E+17,6.3891E+17,,,,
268,86.886,6.3891E+17,6.3891E+17,,,,
269,86.886,6.3891E+17,6.3891E+17,,,,
270,86.886,6.3891E+17,6.3891E+17,,,,
271,88.385,6.3891E+17,6.3891E+17,,,,
272,88.385,6.3891E+17,6.3891E+17,,,,
273,88.385,6.3891E+17,6.3891E+17,,,,
274,88.385,6.3891E+17,6.3891E+17,,,,
275,88.385,6.3891E+17,6.3891E+17,,,,
276,88.385,6.3891E+17,6.3891E+17,,,,
277,88.385,6.3891E+17,6.3891E+17,,,,
278,88.385,6.3891E+17,6.3891E+17,,,,
279,88.385,6.3891E+17,6.3891E+17,,,,
280,89.798,6.3891E+17,6.3891E+17,,,,
281,89.798,6.3891E+17,6.3891E+17,,,,
282,89.798,6.3891E+17,6.3891E+17,,,,
283,89.798,6.3891E+17,6.3891E+17,,,,
284,89.798,6.3891E+17,6.3891E+17,,,,
285,89.798,6.3891E+17,6.3891E+17,,,,
286,89.798,6.3891E+17,6.3891E+17,,,,
287,89.798,6.3891E+17,6.3891E+17,,,,
288,89.798,6.3891E+17,6.3891E+17,,,,
289,89.798,6.3891E+17,6.3891E+17,,,,
290,91.27,6.3891E+17,6.3891E+17,,,,
291,91.27,6.3891E+17,6.3891E+17,,,,
292,91.27,6.3891E+17,6.3891E+17,,,,
293,91.27,6.3891E+17,6.3891E+17,,,,
294,91.27,6.3891E+17,6.3891E+17,,,,
295,91.27,6.3891E+17,6.3891E+17,,,,
296,91.27,6.3891E+17,6.3891E+17,,,,
297,91.27,6.3891E+17,6.3891E+17,,,,
298,91.27,6.3891E+17,6.3891E+17,,,,
299,92.629,6.3891E+17,6.3891E+17,,,,
300,92.629,6.3891E+17,6.3891E+17,,,,
301,108.881,6.3891E+17,6.3891E+17,,,,
302,108.881,6.3891E+17,6.3891E+17,,,,
303,108.881,6.3891E+17,6.3891E+17,,,,
304,108.881,6.3891E+17,6.3891E+17,,,,
305,108.881,6.3891E+17,6.3891E+17,,,,
306,108.881,6.3891E+17,6.3891E+17,,,,
307,108.881,6.3891E+17,6.3891E+17,,,,
308,110.371,6.3891E+17,6.3891E+17,,,,
309,110.371,6.3891E+17,6.3891E+17,,,,
310,110.371,6.3891E+17,6.3891E+17,,,,
311,110.371,6.3891E+17,6.3891E+17,,,,
312,110.371,6.3891E+17,6.3891E+17,,,,
313,110.371,6.3891E+17,6.3891E+17,,,,
314,110.371,6.3891E+17,6.3891E+17,,,,
315,110.371,6.3891E+17,6.3891E+17,,,,
316,110.371,6.3891E+17,6.3891E+17,,,,
317,111.802,6.3891E+17,6.3891E+17,,,,
318,111.802,6.3891E+17,6.3891E+17,,,,
319,111.802,6.3891E+17,6.3891E+17,,,,
320,111.802,6.3891E+17,6.3891E+17,,,,
321,111.802,6.3891E+17,6.3891E+17,,,,
322,111.802,6.3891E+17,6.3891E+17,,,,
323,111.802,6.3891E+17,6.3891E+17,,,,
324,111.802,6.3891E+17,6.3891E+17,,,,
325,111.802,6.3891E+17,6.3891E+17,,,,
326,111.802,6.3891E+17,6.3891E+17,,,,
327,113.293,6.3891E+17,6.3891E+17,,,,
328,113.293,6.3891E+17,6.3891E+17,,,,
329,113.293,6.3891E+17,6.3891E+17,,,,
330,113.293,6.3891E+17,6.3891E+17,,,,
331,113.293,6.3891E+17,6.3891E+17,,,,
332,113.293,6.3891E+17,6.3891E+17,,,,
333,113.293,6.3891E+17,6.3891E+17,,,,
334,113.293,6.3891E+17,6.3891E+17,,,,
335,113.293,6.3891E+17,6.3891E+17,,,,
336,113.293,6.3891E+17,6.3891E+17,,,,
337,114.789,6.3891E+17,6.3891E+17,,,,
338,114.789,6.3891E+17,6.3891E+17,,,,
339,114.789,6.3891E+17,6.3891E+17,,,,
340,114.789,6.3891E+17,6.3891E+17,,,,
341,114.789,6.3891E+17,6.3891E+17,,,,
342,114.789,6.3891E+17,6.3891E+17,,,,
343,114.789,6.3891E+17,6.3891E+17,,,,
344,114.789,6.3891E+17,6.3891E+17,,,,
345,114.789,6.3891E+17,6.3891E+17,,,,
346,114.789,6.3891E+17,6.3891E+17,,,,
347,114.789,6.3891E+17,6.3891E+17,,,,
348,116.294,6.3891E+17,6.3891E+17,,,,
349,116.294,6.3891E+17,6.3891E+17,,,,
350,116.294,6.3891E+17,6.3891E+17,,,,
351,116.294,6.3891E+17,6.3891E+17,,,,
352,116.294,6.3891E+17,6.3891E+17,,,,
353,116.294,6.3891E+17,6.3891E+17,,,,
354,117.299,6.3891E+17,6.3891E+17,,,,
355,117.299,6.3891E+17,6.3891E+17,,,,
356,117.299,6.3891E+17,6.3891E+17,,,,
357,117.299,6.3891E+17,6.3891E+17,,,,
358,117.299,6.3891E+17,6.3891E+17,,,,
359,117.299,6.3891E+17,6.3891E+17,,,,
360,117.299,6.3891E+17,6.3891E+17,,,,
361,117.299,6.3891E+17,6.3891E+17,,,,
362,118.653,6.3891E+17,6.3891E+17,,,,
363,118.653,6.3891E+17,6.3891E+17,,,,
364,118.653,6.3891E+17,6.3891E+17,,,,
365,119.16,6.3891E+17,6.3891E+17,,,,
366,119.16,6.3891E+17,6.3891E+17,,,,
367,119.16,6.3891E+17,6.3891E+17,,,,
368,119.16,6.3891E+17,6.3891E+17,,,,
369,119.16,6.3891E+17,6.3891E+17,,,,
370,119.16,6.3891E+17,6.3891E+17,,,,
371,119.16,6.3891E+17,6.3891E+17,,,,
372,119.16,6.3891E+17,6.3891E+17,,,,
373,120.168,6.3891E+17,6.3891E+17,,,,
374,120.168,6.3891E+17,6.3891E+17,,,,
375,120.168,6.3891E+17,6.3891E+17,,,,
376,120.168,6.3891E+17,6.3891E+17,,,,
377,120.168,6.3891E+17,6.3891E+17,,,,
378,120.168,6.3891E+17,6.3891E+17,,,,
379,120.168,6.3891E+17,6.3891E+17,,,,
380,120.168,6.3891E+17,6.3891E+17,,,,
381,120.168,6.3891E+17,6.3891E+17,,,,
382,121.451,6.3891E+17,6.3891E+17,,,,
383,121.451,6.3891E+17,6.3891E+17,,,,
384,121.451,6.3891E+17,6.3891E+17,,,,
385,121.451,6.3891E+17,6.3891E+17,,,,
386,121.451,6.3891E+17,6.3891E+17,,,,
387,121.451,6.3891E+17,6.3891E+17,,,,
388,121.451,6.3891E+17,6.3891E+17,,,,
389,121.451,6.3891E+17,6.3891E+17,,,,
390,122.808,6.3891E+17,6.3891E+17,,,,
391,122.808,6.3891E+17,6.3891E+17,,,,
392,122.808,6.3891E+17,6.3891E+17,,,,
393,122.808,6.3891E+17,6.3891E+17,,,,
394,122.808,6.3891E+17,6.3891E+17,,,,
395,122.808,6.3891E+17,6.3891E+17,,,,
396,122.808,6.3891E+17,6.3891E+17,,,,
397,122.808,6.3891E+17,6.3891E+17,,,,
398,122.808,6.3891E+17,6.3891E+17,,,,
399,122.808,6.3891E+17,6.3891E+17,,,,
400,124.112,6.3891E+17,6.3891E+17,,,,
401,140.209,6.3891E+17,6.3891E+17,,,,
402,139.678,6.3891E+17,6.3891E+17,,,,
403,139.678,6.3891E+17,6.3891E+17,,,,
404,139.678,6.3891E+17,6.3891E+17,,,,
405,139.678,6.3891E+17,6.3891E+17,,,,
406,141.009,6.3891E+17,6.3891E+17,,,,
407,141.009,6.3891E+17,6.3891E+17,,,,
408,141.009,6.3891E+17,6.3891E+17,,,,
409,141.009,6.3891E+17,6.3891E+17,,,,
410,141.009,6.3891E+17,6.3891E+17,,,,
411,141.009,6.3891E+17,6.3891E+17,,,,
412,141.009,6.3891E+17,6.3891E+17,,,,
413,141.009,6.3891E+17,6.3891E+17,,,,
414,141.009,6.3891E+17,6.3891E+17,,,,
415,142.469,6.3891E+17,6.3891E+17,,,,
416,142.469,6.3891E+17,6.3891E+17,,,,
417,142.469,6.3891E+17,6.3891E+17,,,,
418,142.469,6.3891E+17,6.3891E+17,,,,
419,142.469,6.3891E+17,6.3891E+17,,,,
420,142.469,6.3891E+17,6.3891E+17,,,,
421,142.469,6.3891E+17,6.3891E+17,,,,
422,142.469,6.3891E+17,6.3891E+17,,,,
423,142.469,6.3891E+17,6.3891E+17,,,,
424,143.951,6.3891E+17,6.3891E+17,,,,
425,143.951,6.3891E+17,6.3891E+17,,,,
426,143.951,6.3891E+17,6.3891E+17,,,,
427,143.951,6.3891E+17,6.3891E+17,,,,
428,143.951,6.3891E+17,6.3891E+17,,,,
429,143.951,6.3891E+17,6.3891E+17,,,,
430,143.951,6.3891E+17,6.3891E+17,,,,
431,143.951,6.3891E+17,6.3891E+17,,,,
432,143.951,6.3891E+17,6.3891E+17,,,,
433,145.415,6.3891E+17,6.3891E+17,,,,
434,145.415,6.3891E+17,6.3891E+17,,,,
435,145.415,6.3891E+17,6.3891E+17,,,,
436,145.415,6.3891E+17,6.3891E+17,,,,
437,145.415,6.3891E+17,6.3891E+17,,,,
438,145.415,6.3891E+17,6.3891E+17,,,,
439,145.415,6.3891E+17,6.3891E+17,,,,
440,145.415,6.3891E+17,6.3891E+17,,,,
441,145.415,6.3891E+17,6.3891E+17,,,,
442,146.843,6.3891E+17,6.3891E+17,,,,
443,146.843,6.3891E+17,6.3891E+17,,,,
444,146.843,6.3891E+17,6.3891E+17,,,,
445,146.843,6.3891E+17,6.3891E+17,,,,
446,146.843,6.3891E+17,6.3891E+17,,,,
447,146.843,6.3891E+17,6.3891E+17,,,,
448,146.843,6.3891E+17,6.3891E+17,,,,
449,146.843,6.3891E+17,6.3891E+17,,,,
450,146.843,6.3891E+17,6.3891E+17,,,,
451,148.117,6.3891E+17,6.3891E+17,,,,
452,148.117,6.3891E+17,6.3891E+17,,,,
453,148.117,6.3891E+17,6.3891E+17,,,,
454,148.117,6.3891E+17,6.3891E+17,,,,
455,148.117,6.3891E+17,6.3891E+17,,,,
456,148.117,6.3891E+17,6.3891E+17,,,,
457,148.117,6.3891E+17,6.3891E+17,,,,
458,148.117,6.3891E+17,6.3891E+17,,,,
459,149.122,6.3891E+17,6.3891E+17,,,,
460,149.122,6.3891E+17,6.3891E+17,,,,
461,149.122,6.3891E+17,6.3891E+17,,,,
462,149.122,6.3891E+17,6.3891E+17,,,,
463,149.122,6.3891E+17,6.3891E+17,,,,
464,149.122,6.3891E+17,6.3891E+17,,,,
465,149.122,6.3891E+17,6.3891E+17,,,,
466,149.122,6.3891E+17,6.3891E+17,,,,
467,150.35,6.3891E+17,6.3891E+17,,,,
468,150.35,6.3891E+17,6.3891E+17,,,,
469,150.35,6.3891E+17,6.3891E+17,,,,
470,150.35,6.3891E+17,6.3891E+17,,,,
471,150.35,6.3891E+17,6.3891E+17,,,,
472,150.35,6.3891E+17,6.3891E+17,,,,
473,150.35,6.3891E+17,6.3891E+17,,,,
474,150.35,6.3891E+17,6.3891E+17,,,,
475,150.35,6.3891E+17,6.3891E+17,,,,
476,150.35,6.3891E+17,6.3891E+17,,,,
477,151.731,6.3891E+17,6.3891E+17,,,,
478,151.731,6.3891E+17,6.3891E+17,,,,
479,151.731,6.3891E+17,6.3891E+17,,,,
480,151.731,6.3891E+17,6.3891E+17,,,,
481,151.731,6.3891E+17,6.3891E+17,,,,
482,151.731,6.3891E+17,6.3891E+17,,,,
483,151.731,6.3891E+17,6.3891E+17,,,,
484,151.731,6.3891E+17,6.3891E+17,,,,
485,151.731,6.3891E+17,6.3891E+17,,,,
486,151.731,6.3891E+17,6.3891E+17,,,,
487,153.241,6.3891E+17,6.3891E+17,,,,
488,153.241,6.3891E+17,6.3891E+17,,,,
489,153.241,6.3891E+17,6.3891E+17,,,,
490,153.241,6.3891E+17,6.3891E+17,,,,
491,153.241,6.3891E+17,6.3891E+17,,,,
492,153.241,6.3891E+17,6.3891E+17,,,,
493,153.241,6.3891E+17,6.3891E+17,,,,
494,153.241,6.3891E+17,6.3891E+17,,,,
495,153.241,6.3891E+17,6.3891E+17,,,,
496,154.584,6.3891E+17,6.3891E+17,,,,
497,154.584,6.3891E+17,6.3891E+17,,,,
498,154.584,6.3891E+17,6.3891E+17,,,,
499,155.089,6.3891E+17,6.3891E+17,,,,
500,155.089,6.3891E+17,6.3891E+17,,,,
501,170.842,6.3891E+17,6.3891E+17,,,,
502,170.842,6.3891E+17,6.3891E+17,,,,
503,170.842,6.3891E+17,6.3891E+17,,,,
504,170.842,6.3891E+17,6.3891E+17,,,,
505,172.255,6.3891E+17,6.3891E+17,,,,
506,172.255,6.3891E+17,6.3891E+17,,,,
507,172.255,6.3891E+17,6.3891E+17,,,,
508,172.255,6.3891E+17,6.3891E+17,,,,
509,172.255,6.3891E+17,6.3891E+17,,,,
510,172.255,6.3891E+17,6.3891E+17,,,,
511,172.255,6.3891E+17,6.3891E+17,,,,
512,172.255,6.3891E+17,6.3891E+17,,,,
513,172.255,6.3891E+17,6.3891E+17,,,,
514,173.725,6.3891E+17,6.3891E+17,,,,
515,173.725,6.3891E+17,6.3891E+17,,,,
516,173.725,6.3891E+17,6.3891E+17,,,,
517,173.725,6.3891E+17,6.3891E+17,,,,
518,173.725,6.3891E+17,6.3891E+17,,,,
519,174.848,6.3891E+17,6.3891E+17,,,,
520,174.848,6.3891E+17,6.3891E+17,,,,
521,174.848,6.3891E+17,6.3891E+17,,,,
522,174.848,6.3891E+17,6.3891E+17,,,,
523,174.848,6.3891E+17,6.3891E+17,,,,
524,174.848,6.3891E+17,6.3891E+17,,,,
525,174.848,6.3891E+17,6.3891E+17,,,,
526,174.848,6.3891E+17,6.3891E+17,,,,
527,174.848,6.3891E+17,6.3891E+17,,,,
528,176.312,6.3891E+17,6.3891E+17,,,,
